    Sensor_ID        Date  Soil_Moisture(%)  Soil_pH  Temperature(C)  Humidity(%) Crop_Type  Fertilizer_Recommended(kg/ha)  Irrigation_Recommended(mm) Drone_Image_ID  Average_Soil_Moisture
0    SEN-1000  2025-01-01            36.220     6.98            21.3        50.40  Tomatoes                           67.6                        26.6       IMG-2000              44.827237
1    SEN-1001  2025-01-02            76.550     5.03            23.5        34.30     Wheat                          130.4                         8.3       IMG-2001              44.827237
2    SEN-1002  2025-01-03            61.240     6.52            21.9        54.60  Tomatoes                           36.0                        29.4       IMG-2002              44.827237
3    SEN-1003  2025-01-04            51.910     6.62            24.0        48.70     Maize                           85.8                        19.6       IMG-2003              44.827237
4    SEN-1004  2025-01-05            20.920     5.98            19.2        70.60     Wheat                           75.6                        29.9       IMG-2004              44.827237
5    SEN-1005  2025-01-06            20.920     7.08            26.8        66.30     Beans                           68.0                        27.8       IMG-2005              44.827237
6    SEN-1006  2025-01-07            14.070     7.77            19.1        51.90     Maize                           64.3                        10.5       IMG-2006              44.827237
7    SEN-1007  2025-01-08            70.630     7.74            31.6        43.10   Lettuce                           41.0                         6.4       IMG-2007              44.827237
8    SEN-1008  2025-01-09            52.080     6.08            22.0        89.30  Tomatoes                           67.8                        11.4       IMG-2008              44.827237
9    SEN-1009  2025-01-10            59.570     4.90            27.2        57.20     Maize                           35.2                        18.2       IMG-2009              44.827237
10   SEN-1010  2025-01-11            11.440     7.95            33.0        71.30     Maize                          123.7                         9.3       IMG-2010              44.827237
11   SEN-1011  2025-01-12            77.890     7.44            29.1        38.40     Wheat                           77.8                         9.2       IMG-2011              44.827237
12   SEN-1012  2025-01-13            68.270     4.94            27.1        59.10     Wheat                           83.3                        16.6       IMG-2012              44.827237
13   SEN-1013  2025-01-14            24.860     7.72            23.5        31.70     Wheat                          137.2                         5.8       IMG-2013              44.827237
14   SEN-1014  2025-01-15            22.730     7.54            23.7        60.30   Lettuce                          109.0                         8.0       IMG-2014              44.827237
15   SEN-1015  2025-01-16            22.840     6.32            29.4        87.80     Wheat                           31.0                        15.4       IMG-2015              44.827237
16   SEN-1016  2025-01-17            31.300     6.57            34.9        53.10     Maize                          143.2                         6.6       IMG-2016              44.827237
17   SEN-1017  2025-01-18            46.730     5.90            29.3        32.30     Wheat                           58.5                        14.9       IMG-2017              44.827237
18   SEN-1018  2025-01-19            40.240     4.69            27.5        31.90     Beans                           42.9                        16.9       IMG-2018              44.827237
19   SEN-1019  2025-01-20            30.390     5.67            30.4        53.30     Wheat                          122.2                        16.3       IMG-2019              44.827237
20   SEN-1020  2025-01-21            52.830     7.31            25.9        39.60   Lettuce                           90.1                        26.7       IMG-2020              44.827237
21   SEN-1021  2025-01-22            19.760     4.52            19.0        31.40     Beans                           82.1                        18.3       IMG-2021              44.827237
22   SEN-1022  2025-01-23            30.450     5.67            27.6        75.40     Maize                           59.9                        16.7       IMG-2022              44.827237
23   SEN-1023  2025-01-24            35.650     5.89            34.3        57.50     Maize                           95.7                        15.3       IMG-2023              44.827237
24   SEN-1024  2025-01-25            41.920     6.38            21.0        47.40  Tomatoes                           62.9                        25.4       IMG-2024              44.827237
25   SEN-1025  2025-01-26            64.960     7.72            29.7        84.00     Beans                          138.2                        27.4       IMG-2025              44.827237
26   SEN-1026  2025-01-27            23.980     5.71            21.4        37.00  Tomatoes                           55.8                        26.3       IMG-2026              44.827237
27   SEN-1027  2025-01-28            46.000     5.71            27.1        87.40     Beans                          136.1                        21.8       IMG-2027              44.827237
28   SEN-1028  2025-01-29            51.470     7.08            19.6        48.80     Beans                           97.1                         8.4       IMG-2028              44.827237
29   SEN-1029  2025-01-30            13.250     6.08            25.7        83.30   Lettuce                          129.4                        11.9       IMG-2029              44.827237
30   SEN-1030  2025-01-31            52.530     5.29            30.9        66.20  Tomatoes                          115.5                         6.2       IMG-2030              44.827237
31   SEN-1031  2025-02-01            21.940     6.08            23.9        79.60   Lettuce                          113.6                        28.3       IMG-2031              44.827237
32   SEN-1032  2025-02-02            14.550     4.99            29.3        89.00     Beans                           68.9                        21.5       IMG-2032              44.827237
33   SEN-1033  2025-02-03            76.420     5.12            31.5        47.30     Maize                           58.1                        23.7       IMG-2033              44.827237
34   SEN-1034  2025-02-04            77.590     6.24            33.8        87.70     Beans                           55.3                        12.8       IMG-2034              44.827237
35   SEN-1035  2025-02-05            66.590     5.97            22.0        53.40   Lettuce                          132.9                        26.1       IMG-2035              44.827237
36   SEN-1036  2025-02-06            31.320     7.70            24.8        53.10  Tomatoes                          128.5                        11.5       IMG-2036              44.827237
37   SEN-1037  2025-02-07            16.840     5.77            20.6        50.40  Tomatoes                           82.9                         5.0       IMG-2037              44.827237
38   SEN-1038  2025-02-08            57.900     6.53            34.9        62.50   Lettuce                           45.9                        14.4       IMG-2038              44.827237
39   SEN-1039  2025-02-09            40.810     6.71            33.8        39.20  Tomatoes                           75.9                        19.3       IMG-2039              44.827237
40   SEN-1040  2025-02-10            18.540     4.55            27.2        63.20     Wheat                          104.3                        17.0       IMG-2040              44.827237
41   SEN-1041  2025-02-11            44.660     6.82            32.3        62.50     Maize                           84.5                        26.6       IMG-2041              44.827237
42   SEN-1042  2025-02-12            12.410     5.12            26.9        75.70     Maize                          123.6                         7.6       IMG-2042              44.827237
43   SEN-1043  2025-02-13            73.650     7.86            28.6        80.00     Maize                          149.7                        18.8       IMG-2043              44.827237
44   SEN-1044  2025-02-14            28.110     5.02            19.5        56.40  Tomatoes                           52.9                        17.8       IMG-2044              44.827237
45   SEN-1045  2025-02-15            56.380     5.95            30.8        48.10  Tomatoes                           85.2                        12.0       IMG-2045              44.827237
46   SEN-1046  2025-02-16            31.820     4.80            20.2        45.60     Beans                           81.7                        25.6       IMG-2046              44.827237
47   SEN-1047  2025-02-17            46.400     7.99            32.0        41.70     Beans                           66.5                        23.8       IMG-2047              44.827237
48   SEN-1048  2025-02-18            48.270     6.26            31.3        33.50     Maize                           53.8                        23.3       IMG-2048              44.827237
49   SEN-1049  2025-02-19            22.940     6.58            30.0        50.50     Wheat                           37.9                        26.9       IMG-2049              44.827237
50   SEN-1050  2025-02-20            77.870     4.73            18.6        46.20     Beans                          136.5                        23.1       IMG-2050              44.827237
51   SEN-1051  2025-02-21            64.260     7.12            23.2        88.00     Beans                           80.4                        10.8       IMG-2051              44.827237
52   SEN-1052  2025-02-22            75.760     5.23            22.5        63.50  Tomatoes                           89.6                        22.6       IMG-2052              44.827237
53   SEN-1053  2025-02-23            72.640     7.64            24.1        50.80     Wheat                          140.0                        12.7       IMG-2053              44.827237
54   SEN-1054  2025-02-24            51.850     5.22            19.5        64.80     Maize                          123.2                        11.1       IMG-2054              44.827237
55   SEN-1055  2025-02-25            74.530     5.17            33.9        38.40     Beans                           45.7                         6.8       IMG-2055              44.827237
56   SEN-1056  2025-02-26            16.190     4.63            27.4        56.60     Wheat                           97.9                        23.6       IMG-2056              44.827237
57   SEN-1057  2025-02-27            23.720     6.15            23.2        67.60     Wheat                           83.1                        22.8       IMG-2057              44.827237
58   SEN-1058  2025-02-28            13.170     6.48            24.7        59.30     Maize                          125.7                        10.9       IMG-2058              44.827237
59   SEN-1059  2025-03-01            32.770     4.73            25.6        54.10     Wheat                          116.9                        23.7       IMG-2059              44.827237
60   SEN-1060  2025-03-02            37.210     7.21            28.2        89.60     Wheat                          112.8                        27.9       IMG-2060              44.827237
61   SEN-1061  2025-03-03            28.990     6.09            26.8        82.80     Wheat                           70.9                         7.7       IMG-2061              44.827237
62   SEN-1062  2025-03-04            68.010     6.34            33.6        67.40     Beans                          126.6                        10.8       IMG-2062              44.827237
63   SEN-1063  2025-03-05            34.970     6.04            26.4        64.20     Maize                           36.3                        23.8       IMG-2063              44.827237
64   SEN-1064  2025-03-06            29.670     5.90            34.9        67.20     Wheat                           49.2                        11.9       IMG-2064              44.827237
65   SEN-1065  2025-03-07            47.990     6.46            32.5        42.10     Wheat                           70.3                        20.6       IMG-2065              44.827237
66   SEN-1066  2025-03-08            19.860     5.04            21.5        53.70     Beans                           39.2                         7.0       IMG-2066              44.827237
67   SEN-1067  2025-03-09            66.150     5.14            33.8        32.40     Maize                           58.2                        16.3       IMG-2067              44.827237
68   SEN-1068  2025-03-10            15.220     7.52            20.0        58.50  Tomatoes                          129.6                        23.5       IMG-2068              44.827237
69   SEN-1069  2025-03-11            79.080     7.81            31.9        62.60     Beans                          143.8                        22.2       IMG-2069              44.827237
70   SEN-1070  2025-03-12            64.060     5.81            24.5        43.70     Maize                           66.6                        25.4       IMG-2070              44.827237
71   SEN-1071  2025-03-13            23.910     5.45            32.9        87.80     Wheat                           61.7                        26.9       IMG-2071              44.827237
72   SEN-1072  2025-03-14            10.390     6.75            32.8        84.60     Maize                           63.6                        24.3       IMG-2072              44.827237
73   SEN-1073  2025-03-15            67.080     5.93            31.7        73.30     Maize                           63.3                        21.8       IMG-2073              44.827237
74   SEN-1074  2025-03-16            59.480     4.59            31.4        62.00     Maize                           34.3                         5.8       IMG-2074              44.827237
75   SEN-1075  2025-03-17            61.030     5.05            23.2        82.20  Tomatoes                          141.2                        18.4       IMG-2075              44.827237
76   SEN-1076  2025-03-18            63.990     7.01            19.4        37.80     Maize                           55.6                         5.9       IMG-2076              44.827237
77   SEN-1077  2025-03-19            15.180     6.81            24.9        77.40  Tomatoes                           80.4                        25.2       IMG-2077              44.827237
78   SEN-1078  2025-03-20            35.090     4.59            20.9        37.50     Wheat                           31.2                        13.0       IMG-2078              44.827237
79   SEN-1079  2025-03-21            18.110     5.28            29.8        77.70  Tomatoes                          133.0                        19.1       IMG-2079              44.827237
80   SEN-1080  2025-03-22            70.420     5.31            23.9        46.50     Wheat                          117.7                        12.0       IMG-2080              44.827237
81   SEN-1081  2025-03-23            53.630     6.85            34.6        82.60     Wheat                          143.6                        24.6       IMG-2081              44.827237
82   SEN-1082  2025-03-24            33.160     4.57            28.9        86.60  Tomatoes                          123.8                        27.2       IMG-2082              44.827237
83   SEN-1083  2025-03-25            14.450     4.86            32.0        38.90     Beans                           67.6                        15.0       IMG-2083              44.827237
84   SEN-1084  2025-03-26            31.770     7.30            20.3        57.80   Lettuce                           59.7                        26.6       IMG-2084              44.827237
85   SEN-1085  2025-03-27            32.760     5.12            32.7        88.90     Maize                          113.7                        11.7       IMG-2085              44.827237
86   SEN-1086  2025-03-28            61.070     6.78            33.7        59.00   Lettuce                           73.7                        18.4       IMG-2086              44.827237
87   SEN-1087  2025-03-29            54.630     5.33            26.3        81.80     Maize                           97.9                        26.5       IMG-2087              44.827237
88   SEN-1088  2025-03-30            72.100     4.85            28.3        65.30     Maize                           30.8                        13.1       IMG-2088              44.827237
89   SEN-1089  2025-03-31            43.060     5.35            31.0        52.50     Wheat                           37.4                        28.9       IMG-2089              44.827237
90   SEN-1090  2025-04-01            18.370     7.03            21.0        47.10     Maize                           94.2                         8.0       IMG-2090              44.827237
91   SEN-1091  2025-04-02            59.930     7.49            26.5        42.20     Maize                           97.9                         5.5       IMG-2091              44.827237
92   SEN-1092  2025-04-03            63.250     7.41            24.8        75.70  Tomatoes                          120.2                        27.6       IMG-2092              44.827237
93   SEN-1093  2025-04-04            49.290     5.89            20.5        53.20   Lettuce                           45.8                         6.7       IMG-2093              44.827237
94   SEN-1094  2025-04-05            63.970     6.84            24.2        60.70  Tomatoes                           91.6                        29.8       IMG-2094              44.827237
95   SEN-1095  2025-04-06            44.570     5.22            19.2        59.50     Maize                           53.3                        28.8       IMG-2095              44.827237
96   SEN-1096  2025-04-07            46.590     5.53            18.4        64.60     Wheat                           41.2                         8.4       IMG-2096              44.827237
97   SEN-1097  2025-04-08            39.930     7.64            20.3        81.90  Tomatoes                           79.3                        18.4       IMG-2097              44.827237
98   SEN-1098  2025-04-09            11.780     4.55            34.4        88.80  Tomatoes                           49.6                         9.6       IMG-2098              44.827237
99   SEN-1099  2025-04-10            17.550     4.80            27.3        54.50     Beans                           56.6                        15.7       IMG-2099              44.827237
100  SEN-1100  2025-04-11            12.200     5.23            34.4        79.70     Maize                           68.1                         6.5       IMG-2100              44.827237
101  SEN-1101  2025-04-12            54.550     4.59            25.4        75.90     Wheat                           61.1                        10.6       IMG-2101              44.827237
102  SEN-1102  2025-04-13            32.000     5.14            23.3        64.40  Tomatoes                           40.5                        14.1       IMG-2102              44.827237
103  SEN-1103  2025-04-14            45.600     6.54            26.6        87.40  Tomatoes                           40.8                        16.0       IMG-2103              44.827237
104  SEN-1104  2025-04-15            73.530     5.97            25.5        42.00     Wheat                           53.2                        29.4       IMG-2104              44.827237
105  SEN-1105  2025-04-16            27.450     7.62            19.8        36.60     Maize                           36.1                        25.2       IMG-2105              44.827237
106  SEN-1106  2025-04-17            38.730     7.36            28.9        81.20     Beans                          105.2                        23.4       IMG-2106              44.827237
107  SEN-1107  2025-04-18            45.185     6.30            26.6        59.55  Tomatoes                           86.3                        17.4       IMG-2107              44.827237
108  SEN-1108  2025-04-19            26.020     5.41            28.5        80.80     Beans                           63.6                        26.0       IMG-2108              44.827237
109  SEN-1109  2025-04-20            15.390     5.83            29.1        83.60   Lettuce                           69.8                        13.5       IMG-2109              44.827237
110  SEN-1110  2025-04-21            30.280     6.57            20.6        33.70     Maize                          109.5                        22.7       IMG-2110              44.827237
111  SEN-1111  2025-04-22            21.290     5.44            19.0        83.00   Lettuce                          134.5                        29.8       IMG-2111              44.827237
112  SEN-1112  2025-04-23            75.080     6.68            31.3        56.90     Wheat                          121.1                        12.9       IMG-2112              44.827237
113  SEN-1113  2025-04-24            66.570     5.93            25.8        60.60   Lettuce                          117.3                        21.9       IMG-2113              44.827237
114  SEN-1114  2025-04-25            54.340     6.43            19.0        67.60     Maize                           88.1                        26.1       IMG-2114              44.827237
115  SEN-1115  2025-04-26            71.000     6.03            34.9        85.60     Maize                          113.3                        27.9       IMG-2115              44.827237
116  SEN-1116  2025-04-27            66.260     5.53            19.0        31.10     Wheat                           96.3                        22.9       IMG-2116              44.827237
117  SEN-1117  2025-04-28            23.060     7.82            29.8        58.60     Beans                           56.0                        12.1       IMG-2117              44.827237
118  SEN-1118  2025-04-29            45.185     6.30            26.6        59.55     Beans                           86.3                        17.4       IMG-2118              44.827237
119  SEN-1119  2025-04-30            47.750     4.99            22.1        73.40     Wheat                           65.6                         5.5       IMG-2119              44.827237
120  SEN-1120  2025-05-01            66.520     7.54            20.4        71.60     Wheat                          139.3                        24.0       IMG-2120              44.827237
121  SEN-1121  2025-05-02            72.730     6.21            20.1        38.10   Lettuce                           95.7                         6.1       IMG-2121              44.827237
122  SEN-1122  2025-05-03            32.260     7.63            23.2        48.00     Wheat                          118.1                        26.6       IMG-2122              44.827237
123  SEN-1123  2025-05-04            17.700     7.30            19.7        51.50  Tomatoes                           71.6                         8.0       IMG-2123              44.827237
124  SEN-1124  2025-05-05            25.960     5.99            29.8        78.30     Beans                           78.9                         9.3       IMG-2124              44.827237
125  SEN-1125  2025-05-06            39.900     4.58            19.1        46.70     Wheat                           45.1                        16.9       IMG-2125              44.827237
126  SEN-1126  2025-05-07            67.260     5.44            26.7        42.60  Tomatoes                           50.6                        23.4       IMG-2126              44.827237
127  SEN-1127  2025-05-08            70.250     6.40            34.9        87.40  Tomatoes                          129.3                         8.5       IMG-2127              44.827237
128  SEN-1128  2025-05-09            10.490     6.72            31.8        30.50  Tomatoes                          100.2                        16.0       IMG-2128              44.827237
129  SEN-1129  2025-05-10            45.750     5.40            28.5        89.90  Tomatoes                           70.5                        17.1       IMG-2129              44.827237
130  SEN-1130  2025-05-11            39.220     4.99            23.2        70.60   Lettuce                          126.3                        10.3       IMG-2130              44.827237
131  SEN-1131  2025-05-12            25.550     7.42            28.6        79.70  Tomatoes                           59.6                         7.9       IMG-2131              44.827237
132  SEN-1132  2025-05-13            18.390     7.95            27.0        47.70   Lettuce                          147.1                        25.9       IMG-2132              44.827237
133  SEN-1133  2025-05-14            33.630     6.34            25.2        30.90   Lettuce                           71.4                        17.6       IMG-2133              44.827237
134  SEN-1134  2025-05-15            76.000     5.10            20.2        74.30  Tomatoes                           70.5                         5.4       IMG-2134              44.827237
135  SEN-1135  2025-05-16            32.620     5.45            33.1        80.00     Beans                           67.4                        25.1       IMG-2135              44.827237
136  SEN-1136  2025-05-17            46.320     4.56            25.6        74.40  Tomatoes                           44.7                        29.5       IMG-2136              44.827237
137  SEN-1137  2025-05-18            59.210     7.70            21.3        38.60  Tomatoes                           43.3                        20.1       IMG-2137              44.827237
138  SEN-1138  2025-05-19            35.450     4.91            24.3        75.20  Tomatoes                          107.8                        17.6       IMG-2138              44.827237
139  SEN-1139  2025-05-20            78.020     6.52            25.0        76.10     Beans                          135.0                        27.0       IMG-2139              44.827237
140  SEN-1140  2025-05-21            77.370     5.46            32.1        69.50     Maize                          124.9                        28.8       IMG-2140              44.827237
141  SEN-1141  2025-05-22            27.620     6.44            30.5        76.00     Maize                           46.9                        23.9       IMG-2141              44.827237
142  SEN-1142  2025-05-23            44.810     6.78            31.1        80.80   Lettuce                           95.5                        16.1       IMG-2142              44.827237
143  SEN-1143  2025-05-24            31.060     7.40            18.2        66.80   Lettuce                           42.7                        19.8       IMG-2143              44.827237
144  SEN-1144  2025-05-25            29.940     5.22            25.1        35.30     Beans                           35.4                        22.5       IMG-2144              44.827237
145  SEN-1145  2025-05-26            12.580     4.54            26.2        59.30     Wheat                          108.8                         9.9       IMG-2145              44.827237
146  SEN-1146  2025-05-27            52.670     4.98            18.3        34.70     Maize                           94.2                        16.2       IMG-2146              44.827237
147  SEN-1147  2025-05-28            45.190     7.65            22.4        54.50   Lettuce                           39.8                        25.7       IMG-2147              44.827237
148  SEN-1148  2025-05-29            13.600     7.56            30.9        54.40     Maize                           34.2                        21.4       IMG-2148              44.827237
149  SEN-1149  2025-05-30            29.510     6.59            20.3        34.00     Beans                          148.8                        15.3       IMG-2149              44.827237
150  SEN-1150  2025-05-31            73.580     6.60            27.1        50.90     Beans                           33.6                        21.6       IMG-2150              44.827237
151  SEN-1151  2025-06-01            26.770     6.83            21.7        36.70     Wheat                           83.3                         8.0       IMG-2151              44.827237
152  SEN-1152  2025-06-02            20.140     5.11            18.2        78.50     Wheat                           90.6                        15.0       IMG-2152              44.827237
153  SEN-1153  2025-06-03            44.260     7.70            22.1        86.90     Beans                           44.1                        24.8       IMG-2153              44.827237
154  SEN-1154  2025-06-04            79.000     5.97            34.6        34.30   Lettuce                           50.3                        10.5       IMG-2154              44.827237
155  SEN-1155  2025-06-05            26.940     5.84            31.6        87.30     Maize                           72.2                         9.6       IMG-2155              44.827237
156  SEN-1156  2025-06-06            57.050     6.32            34.3        61.40  Tomatoes                          121.4                        28.8       IMG-2156              44.827237
157  SEN-1157  2025-06-07            63.310     4.66            26.3        48.00     Wheat                           90.8                        10.2       IMG-2157              44.827237
158  SEN-1158  2025-06-08            26.630     5.08            19.9        34.60  Tomatoes                          106.5                        11.5       IMG-2158              44.827237
159  SEN-1159  2025-06-09            60.980     7.08            27.3        60.00   Lettuce                          148.2                        29.2       IMG-2159              44.827237
160  SEN-1160  2025-06-10            35.740     4.79            25.7        77.70     Wheat                          122.2                        23.4       IMG-2160              44.827237
161  SEN-1161  2025-06-11            54.260     6.61            32.4        72.40  Tomatoes                           82.1                        22.5       IMG-2161              44.827237
162  SEN-1162  2025-06-12            54.350     5.36            19.7        33.00   Lettuce                           83.6                        26.3       IMG-2162              44.827237
163  SEN-1163  2025-06-13            47.500     5.86            26.3        34.40     Maize                          104.3                         7.9       IMG-2163              44.827237
164  SEN-1164  2025-06-14            16.320     5.51            20.6        54.20   Lettuce                          109.8                        22.6       IMG-2164              44.827237
165  SEN-1165  2025-06-15            68.470     5.74            23.5        47.70     Wheat                           90.1                        17.6       IMG-2165              44.827237
166  SEN-1166  2025-06-16            32.450     7.02            30.5        43.90     Beans                          107.4                        25.7       IMG-2166              44.827237
167  SEN-1167  2025-06-17            23.060     5.54            26.1        46.90     Maize                           32.8                        17.7       IMG-2167              44.827237
168  SEN-1168  2025-06-18            12.850     6.48            24.4        78.20  Tomatoes                           81.6                        20.5       IMG-2168              44.827237
169  SEN-1169  2025-06-19            51.360     6.17            24.7        85.80     Wheat                           63.5                        16.9       IMG-2169              44.827237
170  SEN-1170  2025-06-20            57.430     6.82            25.8        54.30     Beans                           45.5                        17.0       IMG-2170              44.827237
171  SEN-1171  2025-06-21            11.160     7.78            31.3        84.40   Lettuce                           41.9                        24.2       IMG-2171              44.827237
172  SEN-1172  2025-06-22            45.850     7.06            33.2        49.30     Beans                          102.4                        20.7       IMG-2172              44.827237
173  SEN-1173  2025-06-23            25.850     5.25            34.2        58.60     Wheat                           92.8                        20.8       IMG-2173              44.827237
174  SEN-1174  2025-06-24            55.160     4.61            31.4        43.60     Wheat                           60.4                        16.3       IMG-2174              44.827237
175  SEN-1175  2025-06-25            22.210     5.42            23.4        68.40     Beans                           86.5                        18.3       IMG-2175              44.827237
176  SEN-1176  2025-06-26            58.370     6.58            29.7        88.70   Lettuce                           89.1                        23.6       IMG-2176              44.827237
177  SEN-1177  2025-06-27            37.070     4.68            25.4        66.20     Beans                           53.4                        25.6       IMG-2177              44.827237
178  SEN-1178  2025-06-28            75.570     6.24            22.3        51.50     Wheat                          108.3                        22.4       IMG-2178              44.827237
179  SEN-1179  2025-06-29            19.630     6.59            32.3        68.90     Wheat                          123.7                        28.1       IMG-2179              44.827237
180  SEN-1180  2025-06-30            33.870     5.67            18.7        37.40  Tomatoes                          125.0                        25.5       IMG-2180              44.827237
181  SEN-1181  2025-07-01            17.940     7.20            33.3        83.30  Tomatoes                          102.3                        19.0       IMG-2181              44.827237
182  SEN-1182  2025-07-02            74.730     4.87            25.8        60.20     Maize                           91.4                        21.8       IMG-2182              44.827237
183  SEN-1183  2025-07-03            71.410     4.76            28.8        57.00     Wheat                           37.3                        28.2       IMG-2183              44.827237
184  SEN-1184  2025-07-04            28.060     7.05            29.2        65.20  Tomatoes                           64.5                        20.5       IMG-2184              44.827237
185  SEN-1185  2025-07-05            56.200     6.23            33.2        67.50     Beans                           41.2                        25.6       IMG-2185              44.827237
186  SEN-1186  2025-07-06            67.210     6.91            28.8        34.30   Lettuce                          145.7                        22.2       IMG-2186              44.827237
187  SEN-1187  2025-07-07            48.860     6.02            28.4        71.00     Beans                           46.2                        18.8       IMG-2187              44.827237
188  SEN-1188  2025-07-08            47.080     5.36            19.1        44.50   Lettuce                           48.2                        11.0       IMG-2188              44.827237
189  SEN-1189  2025-07-09            26.930     7.37            26.8        72.80  Tomatoes                          136.7                        15.6       IMG-2189              44.827237
190  SEN-1190  2025-07-10            16.520     7.30            20.6        79.40     Maize                          143.3                        29.2       IMG-2190              44.827237
191  SEN-1191  2025-07-11            72.810     6.93            30.5        78.20     Beans                          121.9                        21.4       IMG-2191              44.827237
192  SEN-1192  2025-07-12            73.030     5.45            26.7        63.20     Beans                           30.6                        19.1       IMG-2192              44.827237
193  SEN-1193  2025-07-13            54.320     6.57            29.6        61.20     Beans                           30.2                        28.3       IMG-2193              44.827237
194  SEN-1194  2025-07-14            33.730     5.76            18.7        38.60   Lettuce                           75.4                        19.7       IMG-2194              44.827237
195  SEN-1195  2025-07-15            34.440     4.82            19.4        76.50  Tomatoes                           47.2                        18.2       IMG-2195              44.827237
196  SEN-1196  2025-07-16            60.820     7.71            30.2        46.30     Beans                           32.2                        24.0       IMG-2196              44.827237
197  SEN-1197  2025-07-17            72.800     4.98            19.2        59.80     Beans                           85.7                        22.8       IMG-2197              44.827237
198  SEN-1198  2025-07-18            72.100     7.83            19.2        47.10     Maize                          143.2                         9.8       IMG-2198              44.827237
199  SEN-1199  2025-07-19            64.590     6.06            18.2        38.00     Maize                           68.9                        16.8       IMG-2199              44.827237
